"","account_length","international_plan","voice_mail_plan","number.vmail.messages","total_day_calls","total_day_charge","total_eve_calls","total_eve_charge","total_night_calls","total_night_charge","total_intl_calls","total_intl_charge","customer_service_calls","churn"
"2657",69,"no","no",0,122,38.59,111,21.99,87,7.64,1,2.4,2,"FALSE"
"2658",116,"no","no",0,73,41.8,87,20.41,89,7.14,5,2.4,3,"FALSE"
"2659",101,"no","no",0,84,43.74,115,15.71,109,4.9,7,3.65,0,"FALSE"
"2660",15,"no","no",0,130,20.59,86,18.36,33,10.58,5,4.35,2,"FALSE"
"2661",88,"no","no",0,136,51.26,72,21.9,118,5.98,2,3.62,4,"TRUE"
"2662",197,"no","no",0,96,39.76,111,18.61,109,8.23,3,2.57,0,"FALSE"
"2663",50,"yes","no",0,108,16.93,102,26.24,62,7.25,6,3.7,2,"TRUE"
"2664",172,"no","no",0,123,28.87,94,15.56,72,17.77,7,3.43,2,"FALSE"
"2665",188,"yes","yes",26,115,33.8,67,14.16,118,8.93,3,3.89,1,"TRUE"
"2666",85,"yes","no",0,86,19.75,127,19.52,109,9.19,3,2.73,3,"FALSE"
"2667",103,"yes","no",0,128,43.5,92,11.98,130,13.9,2,3.27,1,"TRUE"
"2668",136,"no","yes",27,84,31.91,147,18.79,110,6.56,4,2.7,3,"FALSE"
"2669",155,"no","yes",21,91,33.3,84,18.18,111,3.97,4,2.32,0,"FALSE"
"2670",145,"no","no",0,97,22,101,15.76,106,9.21,2,0.3,2,"FALSE"
"2671",116,"no","yes",12,108,37.57,118,12.84,80,8.06,6,2.43,2,"FALSE"
"2672",152,"no","no",0,92,23.89,96,15.88,89,10.22,5,2.57,2,"FALSE"
"2673",65,"yes","no",0,123,47.24,112,13.24,71,11.56,10,2.48,0,"TRUE"
"2674",180,"no","no",0,105,38.23,101,21.25,73,9.72,5,1.81,3,"TRUE"
"2675",67,"no","no",0,117,18.55,124,18.48,141,8.48,6,3.46,0,"FALSE"
"2676",60,"no","no",0,109,35.33,112,10.5,115,13.12,9,1.54,0,"FALSE"
"2677",138,"no","no",0,96,35,94,21.85,63,9.4,8,3.27,0,"FALSE"
"2678",44,"no","no",0,139,52.46,94,12.82,66,8.94,3,1.97,4,"TRUE"
"2679",25,"no","no",0,69,41.24,117,17.77,82,9.89,6,3.89,2,"FALSE"
"2680",145,"no","no",0,82,39.03,103,11.74,109,11.29,3,0.89,1,"FALSE"
"2681",122,"no","yes",28,62,28.22,88,19.88,84,7.65,3,2.08,2,"FALSE"
"2682",121,"no","no",0,126,24.62,82,17.05,81,9.4,9,3.59,0,"TRUE"
"2683",55,"yes","no",0,77,18.04,100,10.5,92,4.34,3,3.48,0,"FALSE"
"2684",77,"no","no",0,84,37.71,125,14.11,72,9.46,4,3.56,1,"FALSE"
"2685",12,"no","no",0,98,34.78,90,18.06,95,8.19,7,2.65,2,"FALSE"
"2686",64,"no","no",0,93,36.3,114,14.16,78,5.49,3,3.81,3,"FALSE"
"2687",92,"no","yes",44,95,25.84,73,23.37,121,7.31,1,2.7,2,"FALSE"
"2688",125,"yes","yes",29,81,44.34,112,13.91,117,12.23,6,4.59,1,"TRUE"
"2689",160,"no","no",0,117,28.29,129,26.95,121,7.22,2,2.7,1,"FALSE"
"2690",79,"no","no",0,83,30.24,84,14.22,142,10.07,8,4.1,0,"FALSE"
"2691",36,"no","no",0,97,39.97,104,16.73,110,11.69,7,1.89,3,"FALSE"
"2692",102,"no","no",0,92,31.76,123,14.76,131,11.29,4,2.62,2,"FALSE"
"2693",138,"yes","no",0,81,45.63,115,14.82,96,8.71,4,3.13,1,"FALSE"
"2694",164,"no","no",0,95,32.66,94,21.23,100,5.97,3,1.97,3,"FALSE"
"2695",125,"no","no",0,82,40.92,85,22.9,74,8.42,3,2.73,0,"TRUE"
"2696",72,"no","no",0,113,30.58,112,12.73,79,7.57,7,2.65,2,"FALSE"
"2697",74,"no","no",0,86,53.4,99,18.9,121,11.66,5,3.32,3,"TRUE"
"2698",134,"no","yes",41,82,27.54,77,27.6,112,7.2,5,3.21,0,"FALSE"
"2699",145,"no","no",0,89,29.89,119,23.32,69,10.2,4,3.35,1,"FALSE"
"2700",136,"no","no",0,91,18.6,111,17.64,107,6.08,5,3.13,0,"FALSE"
"2701",209,"no","no",0,124,43.37,110,19.6,69,9.81,5,2.3,3,"TRUE"
"2702",66,"yes","no",0,84,35.48,88,14.73,107,11.91,3,2.24,3,"FALSE"
"2703",152,"no","yes",20,108,36.48,82,8.21,145,7.68,5,2.13,1,"FALSE"
"2704",162,"no","no",0,121,8.36,136,12.23,97,9.14,13,3.27,1,"FALSE"
"2705",72,"no","no",0,133,24.02,96,11.47,97,10.24,3,3.02,2,"FALSE"
"2706",101,"no","no",0,89,43.04,114,20.22,85,6.94,7,2.62,4,"FALSE"
"2707",125,"no","no",0,128,35.02,71,16.84,116,6.12,3,3.56,0,"FALSE"
"2708",46,"no","no",0,105,6.87,83,14.65,89,6.53,2,2.43,2,"FALSE"
"2709",132,"no","no",0,104,49.5,132,19.91,87,8.63,3,2.4,1,"TRUE"
"2710",193,"no","yes",31,58,12.1,105,10.6,108,7,3,3.16,0,"FALSE"
"2711",63,"no","no",0,69,44.51,135,20.83,94,9.09,4,3.97,0,"TRUE"
"2712",124,"no","no",0,134,32.52,113,22.23,111,8.2,3,2.7,1,"FALSE"
"2713",144,"no","no",0,101,22.66,127,21.72,68,10.29,2,3.13,0,"FALSE"
"2714",116,"no","yes",24,138,31.21,90,17.32,89,7.51,3,1.62,2,"FALSE"
"2715",189,"no","yes",30,116,26.38,50,16.62,108,7.65,6,4.16,1,"FALSE"
"2716",97,"no","yes",28,93,48.13,98,15.76,78,14.08,8,1.65,1,"FALSE"
"2717",137,"no","yes",50,94,31.71,106,15.13,100,9.7,4,3.27,2,"FALSE"
"2718",142,"no","yes",38,104,27.76,114,11.56,127,11.21,6,1.16,0,"FALSE"
"2719",84,"no","no",0,125,34.58,88,15.55,121,9.62,2,3.73,1,"FALSE"
"2720",119,"no","yes",19,110,30.28,100,18.09,123,10.18,6,2.7,1,"FALSE"
"2721",158,"no","no",0,103,33.3,95,7.57,82,13.6,3,2.78,1,"FALSE"
"2722",50,"no","no",0,127,50.2,100,10.83,105,7.51,6,2.59,1,"FALSE"
"2723",98,"no","no",0,82,23.14,118,13.29,83,7.15,5,2.73,2,"FALSE"
"2724",101,"no","yes",24,95,19.4,86,13.73,90,7.93,9,3.51,2,"FALSE"
"2725",182,"no","no",0,124,47.45,108,15.34,104,9.79,11,2.57,2,"TRUE"
"2726",51,"no","no",0,111,28.78,69,11.86,87,8.87,3,3.24,0,"FALSE"
"2727",117,"no","no",0,94,36.45,149,11.73,102,6.69,1,2.67,2,"FALSE"
"2728",92,"yes","no",0,125,43.49,111,12.13,101,8.15,3,3.16,0,"FALSE"
"2729",86,"no","no",0,71,25.19,91,24.23,155,7.49,3,1.67,2,"FALSE"
"2730",122,"no","no",0,93,20.28,103,19.03,122,9.54,4,2.35,2,"FALSE"
"2731",156,"no","yes",27,137,32.69,115,16.99,112,10.99,8,4,1,"FALSE"
"2732",127,"no","no",0,91,41.68,92,18.46,128,10.94,6,3.75,0,"TRUE"
"2733",130,"yes","no",0,106,36.75,86,30.91,123,5.7,2,4.56,5,"TRUE"
"2734",158,"no","no",0,114,29.31,69,21.81,104,10.59,0,0,2,"FALSE"
"2735",145,"yes","yes",30,107,29.8,116,13.03,85,10.51,3,3,1,"FALSE"
"2736",90,"yes","yes",26,104,28.73,104,16.05,76,9.6,3,3.59,0,"TRUE"
"2737",127,"no","yes",27,113,0.44,102,21.59,156,10.92,5,2.48,3,"FALSE"
"2738",109,"no","no",0,143,31.3,105,17.99,116,10.93,2,2.67,1,"FALSE"
"2739",88,"no","no",0,90,30.92,87,12.88,100,6.44,3,2.03,1,"FALSE"
"2740",101,"no","yes",9,116,27.22,121,17.85,65,6.26,9,2.92,0,"FALSE"
"2741",171,"no","no",0,122,32.27,85,14.76,84,11.57,1,2.78,0,"FALSE"
"2742",21,"no","no",0,142,37.94,114,18.4,111,9.66,2,3.35,1,"FALSE"
"2743",145,"no","yes",31,94,36.72,123,19.13,109,10.56,1,2.89,2,"FALSE"
"2744",90,"no","no",0,124,33.75,100,22.66,80,10.95,7,2.16,2,"FALSE"
"2745",33,"no","no",0,115,27.12,118,16.61,86,4.61,7,1.92,1,"FALSE"
"2746",61,"no","yes",40,78,17.85,100,15.35,115,7.83,2,2.75,2,"TRUE"
"2747",107,"no","no",0,108,34.77,110,13.8,102,6.98,1,3.62,3,"FALSE"
"2748",147,"no","no",0,92,46.58,82,19.7,83,12.76,1,1.67,0,"TRUE"
"2749",117,"no","no",0,84,26.98,91,15.44,67,7.98,10,2.08,2,"FALSE"
"2750",95,"no","no",0,116,39.08,110,17.2,105,7.71,6,3.83,1,"FALSE"
"2751",186,"no","no",0,97,23.43,118,15.95,85,6.59,6,2.35,1,"FALSE"
"2752",128,"no","no",0,94,30.5,92,22.98,88,8.59,4,2.13,0,"FALSE"
"2753",55,"no","yes",39,101,23.68,117,15.16,104,11.09,1,2.19,3,"FALSE"
"2754",134,"no","no",0,86,1.33,100,14.57,80,8.39,2,3.48,2,"FALSE"
"2755",96,"no","yes",23,88,31.13,89,12.53,108,15.76,7,3.05,1,"FALSE"
"2756",107,"no","no",0,79,35.17,117,22.3,69,6.72,3,2.89,0,"FALSE"
"2757",123,"no","no",0,106,23.8,101,13.06,87,2.25,1,3.38,2,"FALSE"
"2758",35,"no","no",0,59,30.46,101,24.08,83,12.84,7,1.57,2,"FALSE"
"2759",74,"no","no",0,136,30.16,104,20.43,133,10.68,3,3.24,0,"FALSE"
"2760",130,"no","no",0,129,19.65,104,14.26,124,6.38,9,3.4,1,"FALSE"
"2761",137,"yes","no",0,103,40.34,84,15.02,81,11.85,4,3.83,0,"TRUE"
"2762",88,"no","no",0,116,30.86,119,15.9,96,9.91,7,2.84,1,"FALSE"
"2763",80,"no","no",0,90,8.76,98,13.94,80,7.62,4,2.57,3,"FALSE"
"2764",116,"no","yes",19,104,26.47,118,15.76,116,8.67,2,2.21,3,"FALSE"
"2765",123,"no","yes",23,88,41.65,105,22.53,108,10.79,3,4.02,2,"FALSE"
"2766",120,"no","no",0,99,22.39,109,13.86,116,9.05,3,2.89,1,"FALSE"
"2767",146,"yes","no",0,126,18.89,95,26.64,82,9.71,6,2.84,1,"FALSE"
"2768",106,"no","yes",9,100,15.05,109,27.61,86,3.6,4,2.21,3,"FALSE"
"2769",121,"no","yes",44,85,19.72,120,12.76,98,11.11,2,3.24,1,"FALSE"
"2770",137,"no","no",0,81,26.44,94,11.31,77,11.39,2,2.46,1,"FALSE"
"2771",84,"no","yes",30,65,18.11,108,19.18,61,8.49,3,1.54,2,"FALSE"
"2772",67,"no","yes",31,68,29.78,73,16.93,99,9.89,6,3.56,1,"FALSE"
"2773",161,"no","no",0,84,26.3,125,15.11,90,7.78,2,1.59,4,"TRUE"
"2774",134,"no","yes",34,105,42.02,133,19.17,76,8.38,5,1.65,2,"TRUE"
"2775",62,"yes","yes",32,93,37.13,132,20.12,137,8.65,3,3.56,0,"TRUE"
"2776",120,"no","yes",24,81,38.68,71,19.97,128,7.49,13,2.43,1,"FALSE"
"2777",130,"no","yes",30,117,31.45,141,21.21,103,7.1,7,2,0,"FALSE"
"2778",20,"no","no",0,89,31.76,51,21.54,105,12.29,6,3.32,2,"FALSE"
"2779",68,"no","no",0,119,27,105,18,101,8.91,3,2.78,1,"FALSE"
"2780",112,"no","no",0,150,35.48,104,18.09,98,8.01,4,2.3,0,"FALSE"
"2781",77,"no","no",0,95,31.6,98,18.02,81,12.7,4,3.05,3,"FALSE"
"2782",109,"no","no",0,74,37.83,75,14.42,94,11.89,3,2.43,2,"FALSE"
"2783",108,"no","no",0,101,34.19,86,14.51,113,10.68,3,3.13,3,"FALSE"
"2784",79,"no","yes",17,114,28.54,93,20.71,114,9.54,2,2.46,1,"FALSE"
"2785",119,"no","no",0,88,40.65,79,20.7,92,10.39,3,2.94,3,"TRUE"
"2786",38,"no","no",0,109,29.87,97,18,109,6.21,3,2.48,5,"TRUE"
"2787",109,"no","yes",29,90,18.9,98,22.4,128,10.11,6,2.43,6,"TRUE"
"2788",78,"no","no",0,74,14.91,58,18.26,147,9.06,6,2.92,1,"FALSE"
"2789",134,"no","no",0,99,41.5,111,20.99,133,9,2,1.94,0,"FALSE"
"2790",47,"no","yes",27,89,28.05,118,10.82,95,12.8,4,2.08,2,"FALSE"
"2791",59,"no","yes",27,110,21.66,99,8.78,73,7.39,3,2.46,0,"FALSE"
"2792",151,"no","no",0,106,33.12,103,24.88,82,10.11,3,1.49,0,"FALSE"
"2793",129,"no","no",0,131,9.3,105,21.77,135,7.95,4,3,1,"FALSE"
"2794",107,"no","yes",27,104,48.18,152,19.05,63,10.86,7,3.89,2,"FALSE"
"2795",137,"yes","no",0,112,43.86,117,20.95,100,7.79,3,2.94,0,"TRUE"
"2796",76,"no","no",0,142,15.39,75,17.99,76,8.77,2,2.51,1,"FALSE"
"2797",24,"no","no",0,132,40.05,129,9.85,136,8.34,2,4.37,0,"FALSE"
"2798",169,"no","no",0,82,24.23,110,19.67,67,5.9,4,2.7,2,"FALSE"
"2799",30,"no","no",0,68,9.18,96,15.24,101,11.12,8,2.75,1,"FALSE"
"2800",70,"no","no",0,87,36.52,114,11.14,104,9.76,3,2.54,3,"FALSE"
"2801",52,"yes","no",0,118,42.74,80,16.71,53,8.64,2,2.97,0,"TRUE"
"2802",3,"no","no",0,99,23.63,108,21.31,87,12.88,3,1.65,4,"FALSE"
"2803",38,"no","no",0,114,19.94,105,17.74,98,9.15,2,3.89,2,"FALSE"
"2804",104,"no","no",0,108,44.88,75,11.24,91,8,8,2.86,3,"FALSE"
"2805",27,"no","no",0,105,14.04,99,17.34,122,10.09,4,2.46,1,"FALSE"
"2806",166,"yes","yes",28,126,29.89,76,21.56,72,5.78,5,3.08,1,"FALSE"
"2807",13,"no","no",0,100,37.47,79,17.95,112,11.67,8,3.67,2,"FALSE"
"2808",52,"no","no",0,104,36.89,83,12.95,109,6.04,4,3.19,2,"FALSE"
"2809",114,"no","yes",25,77,21.93,110,24.65,110,7.97,5,3.13,1,"FALSE"
"2810",156,"no","no",0,106,25.59,112,13,86,9.72,3,0.95,1,"FALSE"
"2811",90,"no","yes",42,66,32.86,85,22.38,97,9.65,4,3,0,"FALSE"
"2812",62,"no","no",0,122,32.22,95,8.82,106,8.13,5,2.92,2,"FALSE"
"2813",82,"no","yes",33,95,23.43,128,20.02,70,12.06,6,2.97,2,"FALSE"
"2814",52,"no","no",0,80,21.98,101,12.13,89,11.62,4,3.32,3,"FALSE"
"2815",146,"no","no",0,77,19.65,100,18.16,72,9.83,6,2.89,1,"FALSE"
"2816",120,"no","yes",23,114,37.72,84,21.65,117,11.27,5,1.94,2,"FALSE"
"2817",130,"no","no",0,113,44.83,103,15.85,99,8.79,6,4.94,1,"TRUE"
"2818",90,"no","no",0,91,10.42,94,16.52,80,6.44,9,3.08,1,"FALSE"
"2819",147,"yes","no",0,113,31.25,110,14,87,5,4,2.73,1,"FALSE"
"2820",159,"no","no",0,68,28.46,74,12.22,111,6.3,3,2.78,0,"TRUE"
"2821",74,"no","yes",27,122,26.2,150,16.6,86,12.45,2,3.56,4,"FALSE"
"2822",130,"no","no",0,101,42.84,105,14.47,64,9.41,5,1.54,0,"FALSE"
"2823",155,"yes","no",0,94,27.73,108,24.79,111,4.34,3,3.02,0,"FALSE"
"2824",87,"no","no",0,80,33.71,89,15.9,96,6.01,4,4.48,2,"FALSE"
"2825",81,"no","no",0,48,55.2,82,20.09,78,8.44,5,3.54,0,"TRUE"
"2826",99,"no","no",0,78,21.81,120,18.3,140,6.47,9,3.86,2,"FALSE"
"2827",131,"no","no",0,110,31.94,101,17.04,125,9.12,11,2.75,2,"FALSE"
"2828",89,"no","no",0,71,21.96,68,18.2,100,9.67,4,2.78,5,"TRUE"
"2829",123,"yes","no",0,106,21.34,96,10.96,129,11.34,6,1.7,4,"TRUE"
"2830",130,"no","yes",26,108,43.72,122,19.07,118,9.18,4,3.4,1,"FALSE"
"2831",99,"no","no",0,90,21.18,70,12.44,95,7.62,6,2.84,1,"FALSE"
"2832",36,"no","no",0,144,29.77,69,18.44,146,10.97,3,2.67,1,"FALSE"
"2833",87,"no","no",0,91,21.13,105,14.74,109,11.53,5,2.03,3,"FALSE"
"2834",139,"no","no",0,130,46.17,131,13.26,108,6.13,9,3.13,2,"FALSE"
"2835",189,"no","no",0,80,37.38,117,12.18,69,5.88,7,3.16,1,"FALSE"
"2836",96,"no","yes",33,115,31.16,87,17.12,84,7.98,15,2.81,3,"FALSE"
"2837",112,"no","no",0,119,17.19,67,18.22,112,8.08,5,2.78,2,"FALSE"
"2838",75,"no","no",0,70,34.56,97,19.46,118,10,3,3.86,1,"FALSE"
"2839",178,"no","yes",35,88,29.82,65,16.15,94,6.24,3,2.84,2,"FALSE"
"2840",112,"no","no",0,97,45.22,94,18.24,100,13.78,2,3.83,2,"TRUE"
"2841",108,"no","yes",41,110,29.17,78,11.57,103,8.25,7,2.92,0,"FALSE"
"2842",100,"no","no",0,98,13.38,102,19.18,106,6.77,8,3.78,0,"FALSE"
"2843",121,"no","yes",20,110,36.02,120,18.28,107,10.73,2,2.54,0,"FALSE"
"2844",116,"no","no",0,101,10.83,95,16.64,87,9.45,6,2.7,1,"FALSE"
"2845",161,"no","no",0,100,29.48,74,18.16,69,6.37,4,3.11,1,"FALSE"
"2846",19,"yes","no",0,98,40.41,121,17.6,95,8.2,4,1.22,0,"FALSE"
"2847",104,"no","no",0,123,38.4,106,13.84,85,12.24,4,2.73,1,"FALSE"
"2848",119,"yes","yes",32,101,29.41,93,17.8,91,10.4,4,3.29,0,"FALSE"
"2849",125,"no","no",0,102,38.23,87,12.22,105,8.95,2,2.16,0,"FALSE"
"2850",156,"no","no",0,122,40.41,91,15.43,151,8.36,4,2.08,1,"FALSE"
"2851",109,"no","no",0,128,23.29,116,18.45,86,8.19,5,2.7,2,"FALSE"
"2852",95,"no","no",0,109,24.23,107,14.97,88,8.53,3,2.21,2,"FALSE"
"2853",90,"no","no",0,126,24.21,118,10.73,71,12.34,4,1.24,1,"FALSE"
"2854",105,"no","yes",21,112,24.99,43,16.77,93,12.03,3,2.35,2,"FALSE"
"2855",101,"no","no",0,124,37.45,101,16.03,98,12.53,4,2.86,1,"FALSE"
"2856",95,"no","no",0,96,25.36,116,22.16,120,9.05,2,2.19,1,"FALSE"
"2857",123,"no","no",0,88,34.75,111,11.69,100,10.17,4,2.7,0,"FALSE"
"2858",160,"no","no",0,77,36.86,117,17.62,117,10.29,2,1.51,1,"FALSE"
"2859",141,"no","yes",28,123,52.36,128,21.06,103,6.88,3,2,1,"FALSE"
"2860",87,"no","no",0,125,9.86,116,5.74,136,8.37,3,3.11,0,"FALSE"
"2861",81,"no","no",0,80,29.44,94,20.08,84,10.81,6,3.19,2,"FALSE"
"2862",75,"no","yes",19,90,35.75,87,20.55,102,9.71,3,3.54,4,"FALSE"
"2863",126,"no","yes",24,125,10.01,90,25.97,73,7.15,6,3.27,0,"FALSE"
"2864",28,"no","no",0,102,40.26,87,14.2,115,12.61,3,2.62,3,"FALSE"
"2865",153,"no","no",0,102,38.91,136,13.66,109,9.14,2,3.38,0,"FALSE"
"2866",97,"no","yes",32,87,15.3,113,23.49,107,8.33,6,2.32,2,"TRUE"
"2867",115,"no","no",0,128,24.94,74,9.03,104,8.9,4,3,2,"FALSE"
"2868",95,"no","no",0,83,40.34,65,13.09,105,10.67,6,3.02,1,"FALSE"
"2869",17,"yes","no",0,118,27.68,91,19.52,94,14.97,3,3.67,0,"TRUE"
"2870",105,"no","yes",20,114,31.77,91,21.79,104,15.06,2,2.4,1,"FALSE"
"2871",121,"no","no",0,100,14.64,113,22.08,79,6.66,9,2.46,2,"FALSE"
"2872",125,"no","no",0,89,36.09,127,18.31,73,8.41,2,3.05,2,"FALSE"
"2873",124,"no","no",0,98,25.67,119,10.25,81,6.88,2,2.48,2,"FALSE"
"2874",35,"no","no",0,67,26.96,96,11.08,80,10.34,5,1.86,2,"FALSE"
"2875",134,"no","no",0,93,50.32,117,19.24,98,11.11,10,3.32,0,"TRUE"
"2876",123,"no","yes",32,77,36.09,78,21.38,85,9.39,2,1.78,3,"FALSE"
"2877",124,"no","no",0,61,39.85,111,15.24,117,12.85,6,2.81,3,"FALSE"
"2878",133,"no","no",0,92,30.06,97,15.94,88,8.86,3,1.76,2,"FALSE"
"2879",185,"no","yes",19,123,26.74,94,21.9,107,8.57,6,2.59,0,"FALSE"
"2880",1,"no","yes",26,68,24.92,67,14.69,113,7.82,2,2.7,1,"FALSE"
"2881",107,"no","no",0,108,44.29,110,8.7,148,5.84,5,2.65,1,"FALSE"
"2882",91,"no","yes",20,98,24.84,104,23.58,100,6.2,3,1.67,1,"FALSE"
"2883",178,"yes","no",0,134,21.17,78,12,113,12.07,2,3.08,2,"TRUE"
"2884",123,"no","no",0,49,35.6,117,20.18,98,10.76,11,2.65,1,"FALSE"
"2885",170,"no","no",0,44,48.57,144,14.24,97,11.7,4,2.35,1,"TRUE"
"2886",135,"no","no",0,44,32.45,109,13.72,100,10.44,2,2.27,1,"FALSE"
"2887",85,"no","no",0,88,24.55,105,22.49,94,8.34,3,2.67,1,"FALSE"
"2888",134,"no","yes",50,130,35.5,104,11.3,107,6.15,4,3,2,"FALSE"
"2889",148,"no","yes",36,141,13.19,60,17.6,115,11.51,2,2.94,1,"FALSE"
"2890",93,"no","no",0,101,46.09,133,20.18,103,6.54,6,2.27,1,"TRUE"
"2891",138,"no","no",0,104,40.94,92,12.28,98,5.66,1,3.13,0,"FALSE"
"2892",159,"no","no",0,98,19.52,101,16.37,108,11.66,5,3.29,0,"FALSE"
"2893",103,"no","yes",34,80,23.6,108,12.07,77,8.27,7,3.19,1,"FALSE"
"2894",150,"no","yes",27,112,35.67,80,13.18,111,11.32,6,1.94,0,"FALSE"
"2895",37,"no","no",0,98,22.93,130,21.11,113,10.63,2,3.97,3,"FALSE"
"2896",33,"yes","no",0,99,27.88,102,13.01,104,5.57,4,1.73,0,"FALSE"
"2897",55,"no","no",0,130,41.74,54,16.38,83,6.38,4,2.46,1,"FALSE"
"2898",134,"no","yes",32,94,13.65,124,16.99,117,7.69,3,4.48,0,"FALSE"
"2899",107,"no","no",0,90,15.42,109,17.64,96,7.62,5,1.51,2,"FALSE"
"2900",80,"no","yes",36,115,32.35,78,21.81,145,9.67,4,1.03,1,"FALSE"
"2901",78,"no","no",0,108,18.46,126,17.84,117,10.02,5,2.13,1,"TRUE"
"2902",85,"no","yes",17,88,15.27,75,19.82,116,7.46,7,2.51,4,"TRUE"
"2903",61,"no","yes",15,106,42.91,69,15.96,137,11.68,3,2.7,2,"FALSE"
"2904",97,"no","yes",32,94,31.18,120,22.87,38,9.16,4,1.81,5,"FALSE"
"2905",136,"yes","no",0,103,31.18,113,12.06,122,9.02,9,2.81,2,"FALSE"
"2906",135,"no","no",0,100,26.38,84,11.55,82,8.31,9,1.03,3,"FALSE"
"2907",87,"no","yes",19,122,28.19,89,15.89,78,11.24,0,0,1,"FALSE"
"2908",165,"no","no",0,67,35.6,89,23.27,88,6.76,1,3.46,0,"FALSE"
"2909",148,"no","no",0,104,47.48,87,17.14,99,12.64,2,2.13,2,"TRUE"
"2910",99,"no","no",0,102,29.6,118,8.42,126,9.52,2,2.08,2,"FALSE"
"2911",123,"no","no",0,78,29.87,96,15.69,92,7.06,2,2.46,2,"FALSE"
"2912",127,"yes","no",0,87,43.61,101,18.88,122,7.05,3,3.51,1,"FALSE"
"2913",151,"no","no",0,89,28.93,83,15.94,100,5.38,3,1.16,0,"FALSE"
"2914",185,"no","no",0,92,23.73,115,21.27,79,7.11,4,2.92,1,"FALSE"
"2915",65,"no","yes",34,119,35.5,106,12.08,87,9.66,4,3.38,4,"FALSE"
"2916",58,"no","no",0,126,35.72,108,21.16,88,7.14,2,3.89,4,"FALSE"
"2917",104,"no","no",0,87,19.31,98,13.48,87,8.45,6,2.84,2,"FALSE"
"2918",44,"no","no",0,89,34.44,96,13.86,151,12.06,3,2.24,0,"FALSE"
"2919",58,"no","no",0,112,29.65,122,22.59,87,8.21,0,0,4,"FALSE"
"2920",108,"no","no",0,117,35.8,103,13.96,68,9.06,5,2.54,0,"FALSE"
"2921",132,"no","no",0,88,20.66,124,21.51,120,8.81,4,2.89,1,"FALSE"
"2922",80,"no","no",0,67,21.73,112,15.44,63,8.88,2,4.29,2,"FALSE"
"2923",162,"no","no",0,98,22.98,107,20.57,96,11.11,2,2.75,2,"FALSE"
"2924",110,"no","no",0,62,16.9,86,23.38,94,9.54,3,4.51,2,"FALSE"
"2925",96,"no","no",0,105,47.07,94,20.99,107,11.45,3,2.78,1,"TRUE"
"2926",168,"no","no",0,134,27.78,87,20.41,147,7.38,2,3.13,2,"TRUE"
"2927",72,"no","no",0,116,48.86,126,20,114,13.14,3,1.35,4,"TRUE"
"2928",125,"no","yes",23,104,20.49,115,19.36,100,7.13,3,2.75,1,"FALSE"
"2929",170,"no","no",0,106,31.3,70,17.42,133,10.09,3,2.65,2,"FALSE"
"2930",71,"no","no",0,84,31.45,129,19.76,82,8.6,4,4.02,3,"FALSE"
"2931",124,"no","no",0,109,27.35,152,12.26,97,5.42,12,3.48,1,"FALSE"
"2932",68,"no","no",0,68,35.29,123,21.39,100,8.62,6,2.94,2,"FALSE"
"2933",97,"no","no",0,134,35.56,0,0,94,7.89,6,3.19,1,"FALSE"
"2934",98,"yes","no",0,71,26.93,66,26.06,93,6.49,4,0.57,1,"FALSE"
"2935",24,"no","no",0,73,25.33,81,11.14,69,10.74,3,2.32,2,"TRUE"
"2936",136,"no","no",0,63,34.77,95,17.75,119,10.08,2,2.65,0,"FALSE"
"2937",44,"no","no",0,86,49.1,87,14.95,106,9.69,2,2.57,0,"TRUE"
"2938",96,"no","yes",40,90,18.46,154,17.54,118,5.68,4,3.62,0,"FALSE"
"2939",31,"no","no",0,129,16.58,78,22.13,100,3.99,5,1.89,1,"FALSE"
"2940",72,"no","no",0,102,28.31,103,22.19,85,11.82,5,3.59,0,"FALSE"
"2941",24,"no","no",0,104,26.55,101,7.65,116,9.23,5,1.97,1,"FALSE"
"2942",112,"no","yes",31,89,38.28,117,21.83,87,11.24,1,3.11,4,"FALSE"
"2943",117,"yes","no",0,118,48.86,84,22.07,86,6.89,3,2.7,1,"TRUE"
"2944",137,"no","yes",19,96,29.8,146,20.51,109,9.51,2,2.11,0,"FALSE"
"2945",136,"no","no",0,75,17.36,97,18.66,92,3.32,5,2.65,0,"FALSE"
"2946",95,"no","no",0,103,26.84,90,22.07,117,10.35,2,3.78,0,"FALSE"
"2947",82,"no","yes",19,73,24.91,65,20.94,114,8.96,4,1.11,1,"FALSE"
"2948",145,"no","no",0,116,41.79,91,24.37,115,10.83,13,2.43,1,"TRUE"
"2949",56,"yes","no",0,114,30.21,110,18.33,67,10.65,5,2.84,1,"FALSE"
"2950",155,"yes","no",0,146,42.64,105,12.96,104,6.66,5,2.7,2,"FALSE"
"2951",133,"no","no",0,100,20.03,105,16.93,119,10.98,4,3.19,0,"TRUE"
"2952",53,"no","no",0,113,20.35,84,16.12,108,11.53,7,3.48,2,"FALSE"
"2953",123,"no","no",0,87,41.17,101,19.22,121,12.09,3,2.21,5,"TRUE"
"2954",136,"no","no",0,83,27.78,119,21.19,90,11.24,4,2.65,7,"FALSE"
"2955",57,"no","no",0,113,27.37,134,17.68,81,9.36,4,2.27,3,"FALSE"
"2956",62,"no","no",0,111,21.88,104,14.41,97,8.71,5,2.78,1,"FALSE"
